,Player,Pos,Age,Tm,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,2022/23,2023/24,2024/25,2025/26,2026/27,2027/28
0,Precious Achiuwa,C,23,TOR,20.7,3.6,7.3,.485,0.5,2.0,.269,3.0,5.4,.564,.521,1.6,2.3,.702,1.8,4.1,6.0,0.9,0.6,0.5,1.1,1.9,9.2,15.2,.554,.267,.307,9.3,24.4,16.3,6.3,1.3,2.6,11.4,19.4,0.8,1.4,2.2,.093,-1.4,-0.8,-2.3,-0.1,2840160,4379526,6275861,0,0,0
1,Steven Adams,C,29,MEM,27.0,3.7,6.3,.597,0.0,0.0,.000,3.7,6.2,.599,.597,1.1,3.1,.364,5.1,6.5,11.5,2.3,0.9,1.1,1.9,2.3,8.6,17.5,.564,.004,.490,20.1,25.3,22.7,11.2,1.5,3.7,19.8,14.6,1.3,2.1,3.4,.144,-0.3,0.9,0.6,0.7,17926829,12600000,12600000,0,0,0
2,Bam Adebayo,C,25,MIA,34.6,8.0,14.9,.540,0.0,0.2,.083,8.0,14.7,.545,.541,4.3,5.4,.806,2.5,6.7,9.2,3.2,1.2,0.8,2.5,2.8,20.4,20.1,.592,.011,.361,8.0,23.6,15.5,15.9,1.7,2.4,12.7,25.2,3.6,3.8,7.4,.137,0.8,0.8,1.5,2.3,30351780,32600060,34848340,37096620,0,0
3,Ochai Agbaji,SG,22,UTA,20.5,2.8,6.5,.427,1.4,3.9,.355,1.4,2.7,.532,.532,0.9,1.2,.812,0.7,1.3,2.1,1.1,0.3,0.3,0.7,1.7,7.9,9.5,.561,.591,.179,3.9,6.9,5.4,7.5,0.6,1.0,9.0,15.8,0.9,0.4,1.3,.053,-1.7,-1.4,-3.0,-0.3,3918360,4114200,4310280,6383525,8879483,0
4,Santi Aldama,PF,22,MEM,21.8,3.2,6.8,.470,1.2,3.5,.353,2.0,3.4,.591,.560,1.4,1.9,.750,1.1,3.7,4.8,1.3,0.6,0.6,0.8,1.9,9.0,13.9,.591,.507,.274,5.4,18.0,11.7,7.6,1.3,2.6,9.3,16.0,2.1,2.4,4.6,.130,-0.3,0.8,0.5,1.1,2094120,2194200,3960531,5940797,0,0
5,Nickeil Alexander-Walker,SG,24,TOT,15.0,2.2,5.0,.444,1.0,2.7,.384,1.2,2.3,.515,.547,0.7,1.0,.667,0.3,1.5,1.7,1.8,0.5,0.4,0.9,1.5,6.2,11.6,.565,.539,.203,1.9,10.5,6.3,16.7,1.7,2.0,14.6,17.9,0.3,0.8,1.1,.062,-1.4,0.4,-0.9,0.2,5009633,7073602,0,0,0,0
6,Grayson Allen,SG,27,MIL,27.4,3.4,7.7,.440,2.0,5.1,.399,1.4,2.7,.518,.571,1.6,1.8,.905,0.8,2.4,3.3,2.3,0.9,0.2,1.0,1.6,10.4,12.3,.612,.657,.226,3.4,9.0,6.3,10.9,1.5,0.6,10.5,14.6,2.8,2.2,5.1,.123,-0.6,0.7,0.1,1.0,8500000,8500000,0,0,0,0
7,Jarrett Allen,C,24,CLE,32.6,5.9,9.2,.644,0.0,0.1,.100,5.9,9.1,.653,.645,2.4,3.3,.733,3.3,6.5,9.8,1.7,0.8,1.2,1.4,2.3,14.3,19.9,.670,.016,.353,11.7,23.6,17.7,7.5,1.2,3.5,11.4,16.4,5.5,4.0,9.5,.205,1.3,1.0,2.4,2.4,20000000,20000000,20000000,20000000,0,0
8,Jose Alvarado,PG,24,NOP,21.5,3.3,8.0,.411,1.4,4.0,.336,1.9,4.0,.488,.496,1.1,1.3,.813,0.5,1.9,2.3,3.0,1.1,0.2,1.3,2.0,9.0,11.8,.525,.505,.164,2.4,9.8,6.1,19.9,2.5,0.7,13.4,19.8,0.1,1.7,1.8,.066,-2.0,0.7,-1.2,0.3,1563518,1836096,1988598,0,0,0
9,Kyle Anderson,PF,29,MIN,28.4,3.7,7.2,.509,0.6,1.5,.410,3.0,5.7,.536,.553,1.4,2.0,.735,1.0,4.4,5.3,4.9,1.1,0.9,1.5,2.1,9.4,14.8,.583,.212,.275,3.8,16.9,10.5,22.6,1.9,2.8,15.7,14.4,2.5,2.6,5.1,.125,0.2,2.3,2.5,2.2,8780488,9219512,0,0,0,0
10,Giannis Antetokounmpo,PF,28,MIL,32.1,11.2,20.3,.553,0.7,2.7,.275,10.5,17.6,.596,.572,7.9,12.3,.645,2.2,9.6,11.8,5.7,0.8,0.8,3.9,3.1,31.1,29.0,.605,.134,.604,7.3,30.0,19.1,33.2,1.2,2.1,13.2,38.8,4.9,3.7,8.6,.204,5.8,2.7,8.5,5.4,42492492,45640084,48787676,51935268,0,0
11,Thanasis Antetokounmpo,SF,30,MIL,5.6,0.5,1.2,.435,0.0,0.2,.000,0.5,1.0,.526,.435,0.3,0.6,.500,0.4,0.8,1.2,0.4,0.1,0.1,0.3,0.6,1.4,6.7,.458,.174,.478,7.9,14.1,11.1,9.3,0.7,1.2,17.7,13.8,-0.1,0.2,0.1,.022,-6.5,-1.1,-7.6,-0.3,1878720,0,0,0,0,0
